14:32:30.574116,30.75389862060547,°C,temperature
14:32:30.574116,14.707756042480469,% HR,humidity
14:32:30.574116,6960,lx,luminosity
14:32:31.610042,31.285858154296875,°C,temperature
14:32:31.610042,15.994453430175781,% HR,humidity
14:32:31.610042,6962,lx,luminosity
14:32:32.644947,31.35051727294922,°C,temperature
14:32:32.644947,15.96364974975586,% HR,humidity
14:32:32.644947,7009,lx,luminosity
14:32:33.679619,31.261634826660156,°C,temperature
14:32:33.679619,15.70138931274414,% HR,humidity
14:32:33.679619,7328,lx,luminosity
14:32:34.714501,31.216049194335938,°C,temperature
14:32:34.714501,15.482521057128906,% HR,humidity
14:32:34.714501,7369,lx,luminosity
14:32:35.749100,31.211280822753906,°C,temperature
14:32:35.749100,15.188789367675781,% HR,humidity
14:32:35.749100,7422,lx,luminosity
14:32:36.783584,31.160926818847656,°C,temperature
14:32:36.783584,15.015506744384766,% HR,humidity
14:32:36.783584,7498,lx,luminosity
14:32:37.818862,31.08501434326172,°C,temperature
14:32:37.818862,14.905834197998047,% HR,humidity
14:32:37.818862,7193,lx,luminosity
14:32:38.853706,31.04572296142578,°C,temperature
14:32:38.853706,14.81332778930664,% HR,humidity
14:32:38.853706,7163,lx,luminosity
14:32:39.888397,31.03923797607422,°C,temperature
14:32:39.888397,14.712810516357422,% HR,humidity
14:32:39.888397,7143,lx,luminosity
14:32:40.923043,31.109046936035156,°C,temperature
14:32:40.923043,14.662742614746094,% HR,humidity
14:32:40.923043,7185,lx,luminosity
14:32:41.957606,31.09130859375,°C,temperature
14:32:41.957606,14.867401123046875,% HR,humidity
14:32:41.957606,7226,lx,luminosity
14:32:42.992306,31.02245330810547,°C,temperature
14:32:42.992306,14.855766296386719,% HR,humidity
14:32:42.992306,7239,lx,luminosity
14:32:44.030945,30.872726440429688,°C,temperature
14:32:44.030945,14.766311645507812,% HR,humidity
14:32:44.030945,3436,lx,luminosity
14:32:45.066326,30.858421325683594,°C,temperature
14:32:45.066326,14.447498321533203,% HR,humidity
14:32:45.066326,2126,lx,luminosity
14:32:46.101908,30.828857421875,°C,temperature
14:32:46.101908,14.197063446044922,% HR,humidity
14:32:46.101908,1844,lx,luminosity
14:32:47.136601,30.79547882080078,°C,temperature
14:32:47.136601,14.146232604980469,% HR,humidity
14:32:47.136601,7979,lx,luminosity
14:32:48.171132,30.771255493164062,°C,temperature
14:32:48.171132,14.14957046508789,% HR,humidity
14:32:48.171132,8507,lx,luminosity
14:32:49.205500,30.739974975585938,°C,temperature
14:32:49.205500,14.108562469482422,% HR,humidity
14:32:49.205500,8532,lx,luminosity
14:32:50.239842,30.6304931640625,°C,temperature
14:32:50.239842,14.03961181640625,% HR,humidity
14:32:50.239842,8530,lx,luminosity
14:32:51.274188,30.63373565673828,°C,temperature
14:32:51.274188,14.049911499023438,% HR,humidity
14:32:51.274188,8523,lx,luminosity
14:32:52.309393,30.666542053222656,°C,temperature
14:32:52.309393,14.021873474121094,% HR,humidity
14:32:52.309393,8510,lx,luminosity
14:32:53.344882,30.687713623046875,°C,temperature
14:32:53.344882,14.019107818603516,% HR,humidity
14:32:53.344882,8476,lx,luminosity
14:32:54.380405,30.756759643554688,°C,temperature
14:32:54.380405,14.036846160888672,% HR,humidity
14:32:54.380405,8512,lx,luminosity
14:32:55.416030,30.787086486816406,°C,temperature
14:32:55.416030,14.140605926513672,% HR,humidity
14:32:55.416030,8446,lx,luminosity
14:32:56.451740,30.817413330078125,°C,temperature
14:32:56.451740,14.179420471191406,% HR,humidity
14:32:56.451740,8482,lx,luminosity
14:32:57.487271,30.792808532714844,°C,temperature
14:32:57.487271,14.771747589111328,% HR,humidity
14:32:57.487271,8451,lx,luminosity
14:32:58.522933,30.730438232421875,°C,temperature
